UNIQUE CODE,STATE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,PN,PN CANDIDATE,PN CANDIDATE GENDER,PN CANDIDATE AGE,PN VOTE,GTA,GTA CANDIDATE,GTA CANDIDATE GENDER,GTA CANDIDATE AGE,GTA VOTE,GPS,GPS CANDIDATE,GPS CANDIDATE GENDER,GPS CANDIDATE AGE,GPS VOTE,GRS,GRS CANDIDATE,GRS CANDIDATE GENDER,GRS CANDIDATE AGE,GRS VOTE,WARISAN,WARISAN CANDIDATE,WARISAN CANDIDATE GENDER,WARISAN CANDIDATE AGE,WARISAN VOTE,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE GENDER,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE GENDER,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE GENDER,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE GENDER,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE GENDER,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (4),INDEPENDENT (4) CANDIDATE,INDEPENDENT (4) CANDIDATE GENDER,INDEPENDENT (4) CANDIDATE AGE,INDEPENDENT (4) VOTE
P.107,SELANGOR,P.107,SUNGAI BULOH,PH - PKR,,158090,2693,82.77,130846,262,945,129639,UMNO,KHAIRY JAMALUDDIN,MALE,46,48250,PKR,RAMANAN RAMAKRISHNAN,MALE,41,50943,PAS,HJ MOHD GHAZALI BIN MD HAMIN,MALE,60,29060,PEJUANG,AKMAL YUSOFF,MALE,,829,,,,,,,,,,,,,,,,PRM,AHMAD JUFLIZ,MALE,,279,,,,,,INDEPENDENT - BOOK,SIFU LINDA,FEMALE,33,113,INDEPENDENT - SPECTACLES,SYED RAZAK ALSAGOFF,MALE,62,165,,,,,,,,,,
P.108,SELANGOR,P.108,SHAH ALAM,PH - PAN,,165744,18095,82.71,137082,393,919,135770,UMNO,ISHAM JALIL,MALE,,28266,PAN,AZLI YUSOF,MALE,55,61409,PPBM,DR. AFIF BAHARDIN,MALE,37,43314,PEJUANG,RAFIQUE RASHID,MALE,45,2781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.109,SELANGOR,P.109,KAPAR,PN - PAS,,189369,11782,84.33,159700,206,1464,158030,UMNO,MUHAMMAD BIN NOOR AZMAN,MALE,30,35079,PKR,ABDULLAH SANI,MALE,60,53969,PAS,DR HALIMAH ALI,FEMALE,62,65751,BERJASA,UST. HJ. MOHD PATHAN BIN HUSSIN,MALE,,1015,,,,,,,,,,,WARISAN,DATO' SERI RAHIM,MALE,,265,PBM,DR DAROYAH BINTI ALWI,FEMALE,60,1474,,,,,,INDEPENDENT - ELEPHANT,DATO' SRI SIVALINGAM,MALE,,477,,,,,,,,,,,,,,,
P.110,SELANGOR,P.110,KLANG,PH - DAP,,208913,91801,79.25,165554,275,1374,163905,MCA,TEE HOOI LING,FEMALE,47,19762,DAP,GANABATIRAU A/L VERAMAN,MALE,49,115539,PPBM,DR JAYA,MALE,47,23738,,,,,,,,,,,,,,,,WARISAN,LOO CHENG WEE,MALE,59,1140,PRM,CHANDRASEGAR,MALE,,271,,,,,,INDEPENDENT - HOUSE,HEDRHIN RAMLI @ AWIN,MALE,43,3016,INDEPENDENT - RING,DEEPAK JAIKISHAN,MALE,,439,,,,,,,,,,
P.111,SELANGOR,P.111,KOTA RAJA,PH - PAN,,244712,73998,81.68,199878,552,1586,197740,MIC,KAJENDRAN,MALE,40,22225,PAN,MOHD SABU,MALE,68,123306,PAS,HAJI MOHAMED DIAH BAHARUN,MALE,47,49308,BERJASA,FAHMI BAZLAN MUDA,MALE,,2063,,,,,,,,,,,,,,,,PRM,SARAH AFIQAH,FEMALE,,360,,,,,,INDEPENDENT - HOE,KUMAR KARANANEDI,MALE,,163,INDEPENDENT - ELEPHANT,P.RAVEENTHARAN A/L A.PERIASAMY,MALE,59,209,INDEPENDENT - TELEVISION,SURENDHAR SELVARAJU,MALE,,106,,,,,
P.112,SELANGOR,P.112,KUALA LANGAT,PN - PAS,,148637,1833,84.4,125449,153,1436,123860,MIC,MOHANA MUNIANDY,FEMALE,,18685,PKR,MANIVANAN GOWIN,MALE,46,51034,PAS,DR AHMAD YUNUS HAIRI,MALE,57,52867,GB,MOHD RIDZUAN ABDULLAH,MALE,,591,,,,,,,,,,,,,,,,PRM,GANESKUMAR,MALE,,171,,,,,,INDEPENDENT - PEN,HAJAH ZANARIAH JUMHURI,FEMALE,,512,,,,,,,,,,,,,,,
P.113,SELANGOR,P.113,SEPANG,PH - PAN,,168039,8949,83.12,139667,289,1423,137955,UMNO,ANUAR BIN BASIRAN,MALE,45,31097,PAN,AIMAN ATHIRAH,FEMALE,50,56264,PPBM,DATUK SERI RINA HARUN,FEMALE,49,47315,PEJUANG,CHE ASMAH IBRAHIM,FEMALE,59,2337,,,,,,,,,,,,,,,,PRM,NAGESWARAN RAVI,MALE,,165,PUR,DAUD LEONG,MALE,57,264,,,,,,INDEPENDENT - PEN,SHAHRUL AMRI MAT SARI,MALE,,319,INDEPENDENT - ELEPHANT,M. MUNESWARAN,MALE,,194,,,,,
P.114,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.114,KEPONG,PH - DAP,,94285,61081,77.06,72657,70,268,72319,MCA,YAP ZHENG HOE,MALE,30,3227,DAP,LIM LIP ENG,MALE,50,64308,GERAKAN,PHAANG JING FATT,MALE,,2795,,,,,,,,,,,,,,,,WARISAN,SHAUN YOUNG,MALE,,528,,,,,,,,,,,INDEPENDENT - ELEPHANT,YEE POH PING,MALE,62,1461,,,,,,,,,,,,,,,
P.115,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.115,BATU,PH - PKR,,113863,22241,77.15,87841,218,477,87146,MIC,A. KOHILAN PILLAY,MALE,,10398,PKR,PRABAKARAN PARAMESWARAN,MALE,26,45716,PAS,USTAZ AZHAR YAHYA,MALE,47,23475,PEJUANG,WAN AZLIANA,FEMALE,45,849,,,,,,,,,,,WARISAN,NATHAN BATU,MALE,,575,PRM,ZULKIFLI FATTAH,MALE,,137,,,,,,INDEPENDENT - SPECTACLES,SITI KASIM,FEMALE,59,653,INDEPENDENT - CHAIR,TIAN CHUA,MALE,59,4603,INDEPENDENT - KEY,TOO GAO LAN,MALE,,112,INDEPENDENT - TREE,NUR FATHIAH SYAZWANA @ CLEO,FEMALE,28,628
P.116,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.116,WANGSA MAJU,PH - PKR,,120323,20696,77.7,93493,255,498,92740,UMNO,SHAFEI ABDULLAH,MALE,64,19595,PKR,ZAHIR HASSAN,MALE,63,46031,PAS,USTAZAH NURIDAH,FEMALE,61,25335,PUTRA,NORZAILA,FEMALE,48,987,,,,,,,,,,,WARISAN,WEE CHOO KEONG,MALE,69,576,,,,,,,,,,,INDEPENDENT - KEY,RAVEE SUNTHERALINGAM,MALE,60,216,,,,,,,,,,,,,,,
P.117,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.117,SEGAMBUT,PH - DAP,,119652,59684,72.1,86274,389,389,85496,MCA,DANIEL LING SIA CHIN,MALE,58,8304,DAP,HANNAH YEOH,FEMALE,43,68438,GERAKAN,PRABAGARAN,MALE,,8754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.118,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.118,SETIAWANGSA,PH - PKR,,95753,12164,79.08,75725,265,696,74764,UMNO,IZUDIN BIN ISHAK,MALE,57,16333,PKR,NIK NAZMI NIK AHMAD,MALE,40,34434,PPBM,NURUL FADZILAH BINTI KAMALUDDIN,FEMALE,33,22270,PEJUANG,BIBI SUNITA,FEMALE,52,953,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HOUSE,STANLEY LIM YEN TIONG,MALE,56,282,INDEPENDENT - TREE,MEJAR MIOR ROSLI TUDM (B),MALE,,492,,,,,,,,,,
P.119,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.119,TITIWANGSA,BN - UMNO,,80747,4632,76.1,61450,235,357,60858,UMNO,DATUK SERI JOHARI GHANI,MALE,58,25042,PAN,KHALID ABD SAMAD,MALE,65,20410,PAS,DR. ROSNI ADAM,FEMALE,52,14518,PEJUANG,DATO' SRI KHAIRUDDIN BIN ABU HASSAN,MALE,,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.120,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.120,BUKIT BINTANG,PH - DAP,,79782,38977,66.74,53247,93,218,52936,MCA,TAN TEIK PENG,MALE,42,4850,DAP,FONG KUI LUN,MALE,76,43827,PPBM,EDWIN CHEN,MALE,,4259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.121,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.121,LEMBAH PANTAI,PH - PKR,,101828,13912,76.08,77469,240,515,76714,UMNO,RAMLAN ASKOLANI,MALE,61,21447,PKR,FAHMI FADZIL,MALE,41,35359,PAS,HAJI FAUZI ABU BAKAR,MALE,62,19098,PUTRA,DR. ASMAH,FEMALE,58,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.122,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.122,SEPUTEH,PH - DAP,,124805,67187,70.6,88107,251,402,87454,MCA,LEE KAH HING,MALE,54,6032,DAP,TERESA KOK,FEMALE,58,73234,GERAKAN,WONG YEE YENG,MALE,,6047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - SPECTACLES,CHOY SAN YEH,FEMALE,55,865,INDEPENDENT - RABBIT,LEE WAI HONG,MALE,42,1276,,,,,,,,,,
P.123,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.123,CHERAS,PH - DAP,,101184,54448,71.36,72207,161,300,71746,MCA,CHONG YEW CHUAN,MALE,39,5606,DAP,TAN KOK WAI,MALE,65,60294,PPBM,RUBY CHIN,FEMALE,,5846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.124,WILAYAH PERSEKUTUAN KUALA LUMPUR,P.124,BANDAR TUN RAZAK,PH - PKR,,119185,9817,78.74,93845,252,572,93021,MCA,DATUK CHEW YIN KEEN,MALE,58,15886,PKR,DATO' SERI DR WAN AZIZAH BINTI WAN ISMAIL,FEMALE,69,43476,PPBM,DATO KAMARUDIN JAFFAR,MALE,71,33659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.125,WILAYAH PERSEKUTUAN PUTRAJAYA,P.125,PUTRAJAYA,PN - PPBM,,42881,2310,86.21,36969,158,168,36643,UMNO,TENGKU ADNAN BIN TENGKU MANSOR,MALE,71,13692,PKR,NORAISHAH MYDIN BINTI HAJI ABDUL AZIZ,FEMALE,47,5988,PPBM,DR. RADZI JIDIN (DRJ),MALE,45,16002,BERJASA,DATO' MOHD ROSLI BIN RAMLI,MALE,,878,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - PEN,SAMSUDIN PKPKL,MALE,46,63,INDEPENDENT - TREE,LIM FICE BEE,FEMALE,44,20,,,,,,,,,,
P.126,NEGERI SEMBILAN,P.126,JELEBU,BN - UMNO,,59561,8125,77.25,46008,101,573,45334,UMNO,JALALUDDIN BIN ALIAS,MALE,59,21805,PAN,DATO' ZULKEFLY OMAR,MALE,58,13680,PPBM,ZAHARUDDIN BABA SAMION,MALE,56,9596,PUTRA,AHMAD FAKHRI,MALE,41,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.127,NEGERI SEMBILAN,P.127,JEMPOL,BN - UMNO,,95813,5857,75.99,72808,179,834,71795,UMNO,DATO' HAJI SHAMSHULKAHAR BIN HAJI MOHD DELI,MALE,61,30138,PAN,NORWANI AHMAT,FEMALE,,24281,PPBM,AFFENDY SALLEH,MALE,34,16722,PUTRA,TAN SRI KHALID YUNUS,MALE,79,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.128,NEGERI SEMBILAN,P.128,SEREMBAN,PH - DAP,,157244,30844,79.32,124729,331,1109,123289,MCA,FELICIA WONG,FEMALE,43,24584,DAP,LOKE SIEW FOOK,MALE,46,63920,PAS,HAJI FADLI CHE ME,MALE,50,33076,PEJUANG,SJN (B) MOHAMAD JANI,MALE,,1336,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - PEN,IZZAT LESLY,MALE,33,373,,,,,,,,,,,,,,,
P.129,NEGERI SEMBILAN,P.129,KUALA PILAH,BN - UMNO,,63247,6483,77.92,49280,129,489,48662,UMNO,DATO' HJ ADNAN HJ ABU HASSAN,MALE,52,21423,PKR,NOR AZMAN MOHAMAD,MALE,44,14940,PPBM,EDDIN SYAZLEE,MALE,48,11560,PUTRA,KAMARULZAMAN KAMDIAS,MALE,,406,,,,,,,,,,,WARISAN,AZMAN BIN IDRIS,MALE,,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.130,NEGERI SEMBILAN,P.130,RASAH,PH - DAP,,155896,61987,77.57,120928,334,903,119691,MCA,NG KIAN NAM,MALE,43,19447,DAP,CHA KEE CHIN,MALE,48,81434,GERAKAN,DAVID CHOONG,MALE,,18810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.131,NEGERI SEMBILAN,P.131,REMBAU,BN - UMNO,,133555,19897,82.8,110586,324,826,109436,UMNO,TOK MAT,MALE,66,53075,PKR,JUFITRI JOHA,MALE,43,33178,PPBM,HJ. NAZREE YUNUS,MALE,38,21875,PEJUANG,RAMLY BIN AWALLUDIN,MALE,,529,,,,,,,,,,,,,,,,PSM,CIKGU TINA,MALE,45,779,,,,,,,,,,,,,,,,,,,,,,,,,
P.132,NEGERI SEMBILAN,P.132,PORT DICKSON,PH - PKR,,104450,23937,77.97,81436,155,1096,80185,MIC,DATUK P.KAMALANATHAN,MALE,57,18412,PKR,DATO' SERI AMINUDDIN BIN HARUN,MALE,55,42349,PAS,CIKGU HAJI RAFIEI MUSTAPHA,MALE,69,18235,GB,DR. AHMAD IDHAM BIN AHMAD NADZRI,MALE,48,748,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - PEN,RANI KULUP,MALE,67,441,,,,,,,,,,,,,,,
P.133,NEGERI SEMBILAN,P.133,TAMPIN,BN - UMNO,,81099,1276,76.4,61960,146,781,61033,UMNO,MOHD ISAM BIN MOHD ISA,MALE,53,23283,PAN,FAIZ FADZIL,MALE,45,22007,PAS,MEJAR (B) ABDUL HALIM,MALE,56,14962,BERJASA,USTAZ ZAMANI IBRAHIM,MALE,,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.134,MELAKA,P.134,MASJID TANAH,PN - PPBM,,69174,4411,79.9,55270,115,406,54749,UMNO,ABDUL HAKIM BIN ABDUL WAHID,MALE,36,21193,,,,,,PPBM,MAS ERMIEYATI,FEMALE,46,25604,PEJUANG,HANDRAWIRAWAN BIN ABU BAKAR,MALE,,507,,,,,,,,,,,,,,,,MUDA,MUTALIB UTHMAN,MALE,,7445,,,,,,,,,,,,,,,,,,,,,,,,,
P.135,MELAKA,P.135,ALOR GAJAH,PH - PAN,,93311,890,79.2,73900,174,726,73000,UMNO,SHAHRIL HAMDAN,MALE,37,27288,PAN,ADLY ZAHARI,MALE,51,28178,PPBM,PAK WAN (DATUK SERI MOHD REDZUAN BIN MD YUSOF),MALE,65,17211,BERJASA,MUHAMMAD NAZRIQ ABDUL RAHMAN,MALE,,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.136,MELAKA,P.136,TANGGA BATU,PN - PAS,,115998,8849,80.19,93016,270,719,92027,MCA,DATUK LIM BAN HONG,MALE,45,25095,PKR,PROF. MADYA RUSNAH ALUAI,FEMALE,60,28557,PAS,BAKRI JAMALUDDIN,MALE,58,37406,PUTRA,GHAZALI BIN ABU,MALE,,702,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - PEN,SHAHRIL MAHMOOD,MALE,40,267,,,,,,,,,,,,,,,
P.137,MELAKA,P.137,HANG TUAH JAYA,PH - PKR,,118493,8638,80.67,95592,369,737,94486,UMNO,MOHD RIDHWAN BIN MOHD ALI,MALE,,30780,PKR,ADAM ADLI,MALE,33,39418,PPBM,MOHD AZRUDIN BIN MD IDRIS,MALE,41,23549,PEJUANG,SHEIKH IKHZAN,MALE,40,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.138,MELAKA,P.138,KOTA MELAKA,PH - DAP,,164140,46420,76.04,124816,297,1338,123181,MCA,KON QI YAO,MALE,41,20686,DAP,KHOO POAY TIONG,MALE,52,73995,GERAKAN,SUHAIME BORHAN,MALE,42,27575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - PEN,DATO' DR. NORAZLAN,MALE,42,925,,,,,,,,,,,,,,,
P.139,MELAKA,P.139,JASIN,PN - PAS,,96208,322,81.42,78329,178,553,77598,UMNO,ROSLAN BIN AHMAD,MALE,55,27571,PAN,DATUK HARUN,MALE,,21674,PAS,TUAN GURU ZULKIFLI ISMAIL,MALE,56,27893,PEJUANG,MOHD DAUD NASIR,MALE,,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.140,JOHOR,P.140,SEGAMAT,PH - PKR,,69360,5669,74.1,51395,157,586,50652,MIC,TAN SRI M RAMASAMY,MALE,58,17768,PKR,R YUNESWARAN,MALE,35,23437,PPBM,POOBALAN PONNUSAMY,MALE,,8385,PUTRA,SYED HAIROUL,MALE,,1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.141,JOHOR,P.141,SEKIJANG,PH - PKR,,63981,1734,76.36,48854,142,475,48237,UMNO,MD SALLEHEEN BIN MOHAMAD,MALE,,17207,PKR,DR ZALIHA MUSTAFA,FEMALE,58,18941,PPBM,UZZAIR BIN ISMAIL,MALE,39,11612,PUTRA,SAIFUL FAIZAL,MALE,,138,,,,,,,,,,,WARISAN,MOHD ZOHAR BIN AHMAD,MALE,50,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.142,JOHOR,P.142,LABIS,PH - DAP,,49846,2833,70.76,35271,92,434,34745,MCA,CHUA TEE YONG,MALE,45,13300,DAP,PANG HOK LIONG,MALE,65,16133,PPBM,ALVIN CHANG,MALE,,5312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.143,JOHOR,P.143,PAGOH,PN - PPBM,,69939,10007,78.54,54933,123,419,54391,UMNO,DATUK SERI RAZALI IBRAHIM,MALE,52,14426,PKR,ISKANDAR SHAH,MALE,41,14979,PPBM,TAN SRI MUHYIDDIN BIN MD YASIN,MALE,75,24986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.144,JOHOR,P.144,LEDANG,PH - PKR,,104577,9769,77.77,81326,181,838,80307,UMNO,HAMIM SAMURI,MALE,64,23881,PKR,SYED IBRAHIM SYED NOH,MALE,58,33650,PPBM,ZAIDI HJ MAJID,MALE,,22292,PEJUANG,RAFIDAH RIDWAN,FEMALE,,269,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TREE,ZAINAL BAHROM,MALE,65,75,INDEPENDENT - PEN,CIKGU YUNUS,MALE,,140,,,,,,,,,,
P.145,JOHOR,P.145,BAKRI,PH - DAP,,97335,19254,76.15,74121,239,742,73140,MCA,CHRIS LEE CHING YONG,MALE,46,17382,DAP,TAN HONG PIN,MALE,,36636,PPBM,R. S. CHELVA,MALE,,17222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,HARON JAFFAR,MALE,,1900,,,,,,,,,,,,,,,
P.146,JOHOR,P.146,MUAR,MUDA,,68925,1345,77.9,53695,163,374,53158,UMNO,MOHD HELMY ABD.LATIF,MALE,41,14581,,,,,,PAS,USTAZ ABDULLAH HUSIN,MALE,61,18616,,,,,,,,,,,,,,,,,,,,,MUDA,SYED SADDIQ,MALE,29,19961,,,,,,,,,,,,,,,,,,,,,,,,,
P.147,JOHOR,P.147,PARIT SULONG,BN - UMNO,,79484,2021,80.14,63697,244,499,62954,UMNO,NORAINI AHMAD,FEMALE,55,25740,PAN,MOHD FAIZAL DOLLAH,MALE,36,13495,PAS,DR KARIM,MALE,64,23719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.148,JOHOR,P.148,AYER HITAM,BN - MCA,,61041,2963,77.28,47172,119,361,46692,MCA,WEE KA SIONG,MALE,54,18911,DAP,SHEIKH OMAR,MALE,37,15948,PPBM,SYAFIQ AZIZ,MALE,,11833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.149,JOHOR,P.149,SRI GADING,PH - PAN,,78602,4000,79,62098,198,636,61264,UMNO,DATUK LASSIM BURHAN,MALE,,19242,PAN,CIKGU HUDA,MALE,63,23242,PAS,ZANARIYAH,FEMALE,52,18475,PEJUANG,MAHDZIR BIN IBRAHIM,MALE,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.150,JOHOR,P.150,BATU PAHAT,PH - PKR,,133910,15972,75.18,100679,339,846,99494,UMNO,ISHAK SIRAJ,MALE,61,24309,PKR,ONN BIN ABU BAKAR,MALE,59,45242,PPBM,DATO' RASHID HASNON,MALE,62,29270,PEJUANG,NIZAM BASHIR,MALE,49,410,,,,,,,,,,,,,,,,PRM,ZAHARI BIN OSMAN,MALE,,263,,,,,,,,,,,,,,,,,,,,,,,,,
P.151,JOHOR,P.151,SIMPANG RENGGAM,BN - UMNO,,59033,1821,75.89,44801,132,538,44131,UMNO,HASNI BIN MOHAMMAD,MALE,63,18312,PKR,DR MASZLEE MALIK,MALE,47,16491,PPBM,FAZRUL KAMAT,MALE,36,9077,PUTRA,KAMAL,MALE,40,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.152,JOHOR,P.152,KLUANG,PH - DAP,,132342,26406,73.42,97162,337,1204,95621,MCA,GAN PING SIEU,MALE,56,23395,DAP,WONG SHU QI,FEMALE,38,49801,PPBM,DZULKARNAIN BIN ALIAS,MALE,,22021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - CAR,IR. U. RAMENDRAN,MALE,52,404,,,,,,,,,,,,,,,
P.153,JOHOR,P.153,SEMBRONG,BN - UMNO,,54982,10880,75.39,41449,129,390,40930,UMNO,HISHAMMUDDIN HUSSEIN,MALE,61,22572,PKR,HASNI ABAS,MALE,60,11692,PPBM,JOE AZIZ,MALE,38,6666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.154,JOHOR,P.154,MERSING,PN - PPBM,,66275,2337,71.62,47469,175,388,46906,UMNO,ABD LATIF BANDI,MALE,56,18729,DAP,ZULAIKHA ZAIDI,FEMALE,29,6813,PPBM,ISLAHUDDIN ABAS,MALE,,21066,PEJUANG,NURFATIMAH IBRAHIM,FEMALE,33,209,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - CAR,ISMAIL BIN DON,MALE,54,89,,,,,,,,,,,,,,,
P.155,JOHOR,P.155,TENGGARA,BN - UMNO,,67294,2991,77.27,51997,201,446,51350,UMNO,MANNDZRI BIN NASIB,MALE,42,21185,PKR,ZURAIDAH CHEDAH,FEMALE,53,11618,PAS,KOLONEL NAZARI,MALE,61,18194,PUTRA,AZHAR PALAL,MALE,57,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.156,JOHOR,P.156,KOTA TINGGI,BN - UMNO,,61291,8390,77.91,47753,102,318,47333,UMNO,KHALED NORDIN,MALE,63,25410,PAN,ONN JAAFAR,MALE,,4903,PPBM,RIDHWAN RASMAN,MALE,,17020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.157,JOHOR,P.157,PENGERANG,BN - UMNO,,55316,5010,76.45,42288,129,319,41840,UMNO,AZALINA OTHMAN SAID,FEMALE,58,21738,PAN,CHE ZAKARIA BIN MOHD SALLEH,MALE,61,3374,PPBM,CIKGU IMAM NIZAR,MALE,43,16728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.158,JOHOR,P.158,TEBRAU,PH - PKR,,223301,30720,75.87,169414,435,1014,167965,MCA,NICOLE WONG,FEMALE,42,30767,PKR,JIMMY PUAH WEE TEE SZE,MALE,46,83959,PPBM,MOHAMAD ISA BIN MOHAMAD BASIR,MALE,44,53239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.159,JOHOR,P.159,PASIR GUDANG,PH - PKR,,198485,31558,76.01,150876,298,1298,149280,UMNO,NOOR AZLEEN AMBROS,MALE,37,37369,PKR,HASSAN ABDUL KARIM,MALE,71,71233,PPBM,MOHAMAD FARID BIN ABDUL RAZAK,MALE,,39675,IMAN,MOHAMMAD RAFFI BERAN,MALE,,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.160,JOHOR,P.160,JOHOR BAHRU,PH - PKR,,136368,16041,70.05,95521,291,837,94393,UMNO,JOHAN ROPI,MALE,42,27211,PKR,AKMAL NASIR,MALE,36,43252,PPBM,MOHTAJ,MALE,,22075,PEJUANG,HAIRY MAHMOOD,MALE,,1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.161,JOHOR,P.161,PULAI,PH - PAN,,165313,33174,71.63,118414,348,763,117303,UMNO,NUR JAZLAN,MALE,56,31726,PAN,DATUK SERI SALAHUDDIN AYUB,MALE,60,64900,GERAKAN,LOH KAH YONG,MALE,,20677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
